customer_id,first_name,last_name,email,phone,pan,date_of_birth,city,state,annual_income,occupation,kyc_status,customer_segment,credit_score,is_hni,is_delinquent,customer_onboard_date
CUST_00035,Aditya,Gupta,aditya.gupta_35@email.com,+918818872419,BGJXK0246R,1995-12-19,Jaipur,Jaipur,185830,Business Owner,Verified,retail,750,False,False,2022-09-21
CUST_00036,Sanjay,Sinha,sanjay.sinha_36@email.com,+917253070489,FQHQQ7565F,1999-02-25,Chennai,Chennai,561297,Consultant,Verified,retail,650,False,False,2024-12-10
CUST_00037,Isha,Patel,isha.patel_37@email.com,+919474180925,KDZLA6011R,1971-11-22,Delhi,Delhi,265453,Entrepreneur,Verified,retail,680,False,True,2024-03-01
CUST_00038,Tanvi,Gupta,tanvi.gupta_38@email.com,+919167023323,KICXU1720H,1983-02-09,Lucknow,Lucknow,158433,Marketing Manager,Verified,retail,717,False,True,2023-03-01
CUST_00039,Rajesh,Jain,rajesh.jain_39@email.com,+918681421120,JCYES3845W,1988-11-27,Delhi,Delhi,153903,Teacher,Verified,retail,752,False,False,2021-09-13
CUST_00040,Siddharth,Rao,siddharth.rao_40@email.com,+916117244390,OHHCB3718V,1982-09-14,Surat,Surat,417619,Sales Executive,Verified,retail,676,False,False,2024-11-11
CUST_00041,Isha,Trivedi,isha.trivedi_41@email.com,+917231863866,ZNPWM1051E,1994-08-23,Chennai,Chennai,75518,HR Manager,Verified,retail,680,False,False,2021-03-29
CUST_00042,Anjali,Patel,anjali.patel_42@email.com,+918082029167,DOGXQ3764O,1970-10-29,Noida,Noida,180380,Entrepreneur,Verified,retail,758,False,False,2022-04-28
CUST_00043,Arun,Bhat,arun.bhat_43@email.com,+916354378489,EZUNH4988J,1994-04-23,Kochi,Kochi,191994,Engineer,Verified,retail,650,False,False,2022-05-10
CUST_00044,Divya,Chopra,divya.chopra_44@email.com,+916544693476,QCHUV6020S,1970-02-13,Kolkata,Kolkata,744563,Engineer,Verified,retail,787,False,False,2022-01-18
CUST_00045,Arjun,Sinha,arjun.sinha_45@email.com,+918171518770,BTOMW9457P,1997-10-05,Kochi,Kochi,106036,Software Engineer,Verified,retail,679,False,False,2025-10-13
CUST_00046,Sanjay,Iyer,sanjay.iyer_46@email.com,+916330120877,MRRND0180N,1977-01-09,Kochi,Kochi,310254,Consultant,Verified,retail,654,False,False,2022-01-13
CUST_00047,Vikram,Sharma,vikram.sharma_47@email.com,+919656929513,STGTY8856T,1982-11-28,Surat,Surat,495409,Engineer,Verified,retail,774,False,False,2022-11-30
CUST_00048,Rahul,Bhat,rahul.bhat_48@email.com,+919366235681,LEYTX1313B,2006-11-26,Bangalore,Bangalore,233231,Entrepreneur,Verified,retail,726,False,False,2025-05-22
CUST_00049,Siddharth,Dixit,siddharth.dixit_49@email.com,+917193351499,KJJCX2571J,1977-12-16,Hyderabad,Hyderabad,1014074,Marketing Manager,Verified,premium,835,True,False,2023-04-12
CUST_00050,Arjun,Rao,arjun.rao_50@email.com,+917082550715,MGAQK9995B,1990-05-05,Jaipur,Jaipur,1271652,Software Engineer,Verified,premium,793,True,False,2025-01-04
CUST_00051,Sneha,Mehta,sneha.mehta_51@email.com,+916569249644,YXWBA4213X,1968-04-26,Surat,Surat,148872,Consultant,Verified,retail,690,False,True,2023-02-13
CUST_00052,Amit,Iyer,amit.iyer_52@email.com,+918644831247,EJCMC5114E,1984-06-23,Indore,Indore,227005,Engineer,Verified,retail,740,False,False,2021-02-20
CUST_00053,Karan,Mehta,karan.mehta_53@email.com,+917206765277,UGMJJ8529V,1995-08-22,Jaipur,Jaipur,278056,Teacher,Verified,retail,727,False,False,2023-11-04
CUST_00054,Sneha,Gupta,sneha.gupta_54@email.com,+917182048491,VEJLJ8110M,2003-02-22,Kochi,Kochi,480622,Engineer,Verified,retail,789,False,False,2022-02-26
CUST_00055,Meera,Yadav,meera.yadav_55@email.com,+919684473724,KIARY9914P,1970-11-23,Kochi,Kochi,96945,Data Analyst,Verified,retail,753,False,False,2023-12-10
CUST_00056,Tanvi,Reddy,tanvi.reddy_56@email.com,+917103616435,USITW5983D,1994-04-17,Noida,Noida,1296419,Operations Manager,Verified,premium,765,True,False,2021-08-13
CUST_00057,Meera,Ghosh,meera.ghosh_57@email.com,+916061001449,YUDIA6084T,1991-02-22,Noida,Noida,832523,HR Manager,Verified,premium,832,True,False,2025-02-20
CUST_00058,Neha,Rao,neha.rao_58@email.com,+919184414029,TLHMT2152Y,1986-12-31,Ahmedabad,Ahmedabad,1069118,HR Manager,Verified,premium,847,True,False,2023-10-19
CUST_00059,Sanjay,Mishra,sanjay.mishra_59@email.com,+916479101035,CGSRL4717T,1967-12-15,Ahmedabad,Ahmedabad,208091,Marketing Manager,Verified,retail,734,False,False,2023-01-23
CUST_00060,Isha,Menon,isha.menon_60@email.com,+918593393772,EZPQF1099N,1982-02-05,Mumbai,Mumbai,69524,Financial Analyst,Verified,retail,660,False,False,2022-09-28
CUST_00061,Priya,Reddy,priya.reddy_61@email.com,+916749960739,AFWJN7924B,1992-01-19,Mumbai,Mumbai,187941,Product Manager,Verified,retail,785,False,False,2024-08-25
CUST_00062,Priyanka,Nair,priyanka.nair_62@email.com,+919908984981,NQHHH3430B,1992-05-03,Ahmedabad,Ahmedabad,60732,Project Manager,Verified,retail,742,False,False,2022-08-02
CUST_00063,Rohan,Menon,rohan.menon_63@email.com,+918541633324,ARIHH6424K,1974-11-17,Ahmedabad,Ahmedabad,375737,Business Owner,Verified,retail,733,False,True,2024-02-28
CUST_00064,Shreya,Sinha,shreya.sinha_64@email.com,+919173840107,HCAOW3737Q,1971-06-26,Bangalore,Bangalore,178189,Teacher,Verified,retail,678,False,False,2024-12-06
CUST_00065,Sneha,Kumar,sneha.kumar_65@email.com,+916649122505,PGHPC1660U,1969-04-15,Mumbai,Mumbai,68780,Data Analyst,Verified,retail,673,False,False,2023-12-22
CUST_00066,Simran,Sharma,simran.sharma_66@email.com,+918831051904,VFLCY6347R,1975-07-17,Indore,Indore,195490,Sales Executive,Verified,retail,662,False,False,2022-09-13
CUST_00067,Karan,Dixit,karan.dixit_67@email.com,+917918360758,SBEOG8899L,1972-02-06,Noida,Noida,1491374,Engineer,Verified,premium,831,True,False,2023-09-26
CUST_00068,Amit,Dixit,amit.dixit_68@email.com,+917588136431,LSXBK9505W,1972-04-04,Chandigarh,Chandigarh,105776,Sales Executive,Verified,retail,787,False,False,2024-11-15
CUST_00069,Shreya,Kumar,shreya.kumar_69@email.com,+919469649363,ZHYBZ1845Q,1987-07-12,Indore,Indore,245667,HR Manager,Verified,retail,654,False,False,2021-08-02
CUST_00070,Pooja,Nair,pooja.nair_70@email.com,+916753334536,ZETJU4211G,1999-01-29,Delhi,Delhi,279077,HR Manager,Verified,retail,699,False,False,2024-08-12
CUST_00071,Harsha,Sharma,harsha.sharma_71@email.com,+917122071298,PAYNN7282I,1983-02-10,Surat,Surat,542456,Teacher,Verified,retail,653,False,False,2023-05-24
CUST_00072,Ravi,Bhat,ravi.bhat_72@email.com,+919360930901,OEBGB1892Z,1969-02-16,Kolkata,Kolkata,696581,HR Manager,Verified,retail,752,False,False,2024-04-03
CUST_00073,Neha,Iyer,neha.iyer_73@email.com,+919009805180,BZZFD6693W,2004-12-20,Kochi,Kochi,267572,Designer,Verified,retail,679,False,False,2025-04-28
CUST_00074,Varun,Kapoor,varun.kapoor_74@email.com,+917014453592,WGDXH9603X,1992-07-23,Indore,Indore,308238,Entrepreneur,Verified,retail,738,False,False,2022-01-15
CUST_00075,Tanvi,Roy,tanvi.roy_75@email.com,+918082709180,ZEZNZ7717M,1979-07-05,Indore,Indore,107176,Business Owner,Verified,retail,725,False,False,2025-06-04
CUST_00076,Meera,Singh,meera.singh_76@email.com,+916776569551,YGQPF4326Y,1988-11-20,Lucknow,Lucknow,111111,Sales Executive,Verified,retail,772,False,False,2022-02-12
CUST_00077,Aditya,Mehta,aditya.mehta_77@email.com,+919433276612,KLSLD4448F,1975-10-01,Delhi,Delhi,479686,Product Manager,Verified,retail,673,False,False,2025-04-24
CUST_00078,Rahul,Roy,rahul.roy_78@email.com,+918265117869,EMSQA1136C,1987-08-22,Pune,Pune,117463,Teacher,Verified,retail,665,False,False,2021-03-29
CUST_00079,Arun,Dixit,arun.dixit_79@email.com,+919702323796,DLLQK7170D,1981-12-25,Lucknow,Lucknow,218411,Entrepreneur,Verified,retail,731,False,False,2024-11-19
CUST_00080,Amit,Sharma,amit.sharma_80@email.com,+916142122736,JAVTQ0201U,1981-03-13,Indore,Indore,188799,Business Owner,Verified,retail,768,False,True,2025-04-16
CUST_00081,Priya,Dutta,priya.dutta_81@email.com,+917472520899,PUAUO8801Y,1986-11-19,Jaipur,Jaipur,136358,Engineer,Verified,retail,787,False,False,2024-07-06
CUST_00082,Deepa,Saxena,deepa.saxena_82@email.com,+916362501515,OLEIE0661B,1979-01-24,Noida,Noida,631671,Engineer,Verified,retail,769,False,False,2022-09-21
CUST_00083,Kavya,Roy,kavya.roy_83@email.com,+916623071990,CHNVD9041U,2002-01-14,Pune,Pune,357721,Designer,Verified,retail,665,False,False,2024-02-12
CUST_00084,Siddharth,Jain,siddharth.jain_84@email.com,+918557842371,HXRRS9492J,1984-03-02,Noida,Noida,1463557,HR Manager,Verified,premium,781,True,False,2021-02-08
CUST_00085,Pooja,Menon,pooja.menon_85@email.com,+919529276727,JQDYX8615T,2004-04-22,Pune,Pune,279363,Operations Manager,Verified,retail,768,False,False,2025-03-30
CUST_00086,Amit,Trivedi,amit.trivedi_86@email.com,+916662070480,ELXRQ2824L,1992-06-29,Ahmedabad,Ahmedabad,170533,Entrepreneur,Verified,retail,676,False,False,2025-04-15
CUST_00087,Tanvi,Joshi,tanvi.joshi_87@email.com,+919597525665,YVSBA9163M,1966-03-17,Lucknow,Lucknow,93249,Designer,Verified,retail,702,False,False,2023-08-27
CUST_00088,Kavya,Nair,kavya.nair_88@email.com,+918130081627,LUZVC4713E,1988-11-16,Lucknow,Lucknow,59297,Sales Executive,Verified,retail,678,False,False,2023-03-30
CUST_00089,Tanvi,Malhotra,tanvi.malhotra_89@email.com,+919233085142,EKILS4738U,2004-02-25,Lucknow,Lucknow,57704,HR Manager,Verified,retail,672,False,False,2024-10-08
CUST_00090,Sneha,Nair,sneha.nair_90@email.com,+917773597623,XJOOM5207Q,1999-06-24,Lucknow,Lucknow,201670,Financial Analyst,Verified,retail,729,False,False,2023-06-03
CUST_00091,Karan,Joshi,karan.joshi_91@email.com,+919308704462,PSTSG0905E,1978-10-22,Surat,Surat,257439,Product Manager,Verified,retail,684,False,False,2024-06-07
CUST_00092,Sanjay,Roy,sanjay.roy_92@email.com,+917645689727,XBJWW8218N,2006-12-16,Indore,Indore,178954,Business Owner,Verified,retail,766,False,True,2022-03-01
CUST_00093,Rohan,Menon,rohan.menon_93@email.com,+917021976457,GVBDZ7309L,2002-04-21,Delhi,Delhi,257349,Business Owner,Verified,retail,669,False,True,2021-04-19
CUST_00094,Ravi,Malhotra,ravi.malhotra_94@email.com,+918837544412,BCPMP1112A,1972-06-27,Chennai,Chennai,565947,Software Engineer,Verified,retail,661,False,False,2022-07-06
CUST_00095,Harsha,Gupta,harsha.gupta_95@email.com,+917890580203,OVDET7624K,1979-10-14,Bangalore,Bangalore,1334852,HR Manager,Verified,premium,757,True,False,2023-02-13
CUST_00096,Meera,Agarwal,meera.agarwal_96@email.com,+919118142344,LQACB6611M,1997-09-30,Pune,Pune,81450,Software Engineer,Verified,retail,700,False,False,2023-06-26
CUST_00097,Anjali,Patel,anjali.patel_97@email.com,+918738362362,VRWOV9574F,1969-06-27,Hyderabad,Hyderabad,99505,Marketing Manager,Verified,retail,757,False,False,2021-01-01
CUST_00098,Meera,Rao,meera.rao_98@email.com,+916718476143,HCJYT4038R,2000-09-07,Chandigarh,Chandigarh,105175,Consultant,Verified,retail,748,False,False,2024-11-28
CUST_00099,Meera,Iyer,meera.iyer_99@email.com,+916905622824,PCSMQ4303N,1972-10-13,Surat,Surat,1272561,Marketing Manager,Verified,premium,805,True,False,2021-02-19
CUST_00100,Rahul,Reddy,rahul.reddy_100@email.com,+918481449107,FCCPW0250T,1986-05-03,Noida,Noida,1172625,Teacher,Verified,premium,751,True,False,2022-05-16
CUST_00101,Deepa,Sinha,deepa.sinha_101@email.com,+919154056937,AXEFY2050Z,1968-10-07,Surat,Surat,329005,Software Engineer,Verified,retail,761,False,False,2022-04-06
CUST_00102,Sanjay,Mishra,sanjay.mishra_102@email.com,+919615645347,MBCIZ7953M,1989-11-07,Kolkata,Kolkata,95115,Software Engineer,Verified,retail,703,False,False,2024-12-09
CUST_00103,Arun,Ghosh,arun.ghosh_103@email.com,+917482088956,SZSCK7181S,1998-03-30,Jaipur,Jaipur,201307,Business Owner,Verified,retail,688,False,False,2025-08-25
CUST_00104,Simran,Sharma,simran.sharma_104@email.com,+916233327459,UMWAE6069H,1981-03-26,Chandigarh,Chandigarh,275478,Teacher,Verified,retail,770,False,False,2024-12-01
CUST_00105,Deepa,Mehta,deepa.mehta_105@email.com,+918758490418,WURTE9576Y,1967-10-07,Kolkata,Kolkata,70914,Entrepreneur,Verified,retail,784,False,False,2025-05-14
CUST_00106,Ravi,Nair,ravi.nair_106@email.com,+917135569990,IUIJW4873G,2003-11-12,Surat,Surat,104920,Sales Executive,Verified,retail,666,False,False,2024-01-14
CUST_00107,Amit,Saxena,amit.saxena_107@email.com,+919244778757,ZPYOZ0073Z,1990-03-24,Chandigarh,Chandigarh,330566,Consultant,Verified,retail,739,False,False,2024-05-23
CUST_00108,Neha,Sinha,neha.sinha_108@email.com,+919519858899,UCCIY1230F,1976-01-05,Hyderabad,Hyderabad,201700,Financial Analyst,Verified,retail,719,False,False,2021-07-14
CUST_00109,Ravi,Sharma,ravi.sharma_109@email.com,+916498192006,SLZZT4999P,1979-07-31,Bangalore,Bangalore,646793,Teacher,Verified,retail,736,False,False,2024-03-09
CUST_00110,Anjali,Kapoor,anjali.kapoor_110@email.com,+916225585432,BWKWX1389L,1973-01-26,Kochi,Kochi,408593,Product Manager,Verified,retail,759,False,False,2025-03-05
CUST_00111,Shreya,Patel,shreya.patel_111@email.com,+916719838233,CKLWZ0907W,1980-02-16,Pune,Pune,395991,Product Manager,Verified,retail,665,False,False,2024-07-16
CUST_00112,Priyanka,Ghosh,priyanka.ghosh_112@email.com,+917992928946,VAWHE3034C,1995-03-04,Noida,Noida,118411,Operations Manager,Verified,retail,750,False,False,2022-12-02
CUST_00113,Kavya,Chopra,kavya.chopra_113@email.com,+917712595879,JMNVC1193N,1972-12-27,Chennai,Chennai,746083,Product Manager,Verified,retail,736,False,False,2022-06-21
CUST_00114,Anjali,Dixit,anjali.dixit_114@email.com,+918045400609,FIIZM7420E,1980-11-25,Jaipur,Jaipur,611616,Teacher,Verified,retail,732,False,False,2022-06-29
CUST_00115,Rohan,Desai,rohan.desai_115@email.com,+917294361972,YDFOZ7087P,1985-07-07,Kolkata,Kolkata,57401,Engineer,Verified,retail,677,False,False,2024-08-02
CUST_00116,Karan,Yadav,karan.yadav_116@email.com,+918045547915,FFATK2112C,1998-09-01,Kolkata,Kolkata,268630,Marketing Manager,Verified,retail,734,False,False,2022-04-20
CUST_00117,Sanjay,Dixit,sanjay.dixit_117@email.com,+919204692162,HSWNR2809K,1973-04-27,Delhi,Delhi,464526,Financial Analyst,Verified,retail,695,False,False,2024-05-27
CUST_00118,Simran,Desai,simran.desai_118@email.com,+919231653009,ZHFYM5794W,1971-01-13,Noida,Noida,99533,Business Owner,Verified,retail,718,False,False,2022-01-26
CUST_00119,Ravi,Malhotra,ravi.malhotra_119@email.com,+919961932300,OVOXF7516X,1981-12-29,Kochi,Kochi,214749,Software Engineer,Verified,retail,696,False,False,2023-05-30
CUST_00120,Arun,Patel,arun.patel_120@email.com,+918287159563,TTIDL1819N,1987-09-10,Noida,Noida,605047,Business Owner,Verified,retail,771,False,False,2024-01-15
CUST_00121,Shreya,Dutta,shreya.dutta_121@email.com,+917003567683,GSZYW6650X,1990-04-10,Surat,Surat,1004130,Financial Analyst,Verified,premium,838,True,False,2022-11-16
CUST_00122,Kavya,Chopra,kavya.chopra_122@email.com,+917631231993,ZKOEJ3995A,1984-06-08,Indore,Indore,116525,Designer,Verified,retail,730,False,False,2024-05-18
CUST_00123,Deepa,Kumar,deepa.kumar_123@email.com,+918935652923,JJHHV1494L,1987-02-09,Delhi,Delhi,1244706,Product Manager,Verified,premium,835,True,False,2021-04-08
CUST_00124,Arjun,Iyer,arjun.iyer_124@email.com,+919030562457,JONTC1415R,1977-06-03,Bangalore,Bangalore,202923,Teacher,Verified,retail,665,False,False,2024-09-29
CUST_00125,Harsha,Verma,harsha.verma_125@email.com,+917675339976,LHRRQ7990C,1976-10-07,Ahmedabad,Ahmedabad,305001,Data Analyst,Verified,retail,657,False,False,2023-04-16
CUST_00126,Siddharth,Desai,siddharth.desai_126@email.com,+918038346724,UCQQK4790O,1990-09-19,Lucknow,Lucknow,203444,Product Manager,Verified,retail,676,False,False,2024-05-01
CUST_00127,Siddharth,Rao,siddharth.rao_127@email.com,+917127966460,NURWF7518D,1991-06-23,Surat,Surat,252975,Product Manager,Verified,retail,746,False,False,2025-11-18
CUST_00128,Priya,Saxena,priya.saxena_128@email.com,+916623413787,JUMXQ7397Q,1981-09-30,Hyderabad,Hyderabad,451973,HR Manager,Verified,retail,676,False,False,2025-03-13
CUST_00129,Kavya,Desai,kavya.desai_129@email.com,+918278231594,HWGVU4294A,1967-03-18,Indore,Indore,301751,HR Manager,Verified,retail,736,False,False,2022-04-21
CUST_00130,Harsha,Menon,harsha.menon_130@email.com,+919737814424,AUVNT3154R,1989-08-03,Indore,Indore,369305,Designer,Verified,retail,700,False,False,2023-03-02
CUST_00131,Priya,Kulkarni,priya.kulkarni_131@email.com,+917867169740,ZFQVU5169F,1994-08-29,Surat,Surat,127978,HR Manager,Verified,retail,750,False,False,2022-03-25
CUST_00132,Isha,Nair,isha.nair_132@email.com,+916050951360,KIEGS1153Y,1969-05-22,Kochi,Kochi,287635,Consultant,Verified,retail,715,False,False,2021-07-14
CUST_00133,Arjun,Chopra,arjun.chopra_133@email.com,+917240353129,QGOYF0465A,1985-07-04,Bangalore,Bangalore,185755,Project Manager,Verified,retail,721,False,False,2022-11-06
CUST_00134,Karan,Iyer,karan.iyer_134@email.com,+919982390427,QOZOA7967F,2003-01-04,Hyderabad,Hyderabad,599942,Product Manager,Verified,retail,706,False,False,2021-01-14
CUST_00135,Sanjay,Rao,sanjay.rao_135@email.com,+919424416260,GXHNG7776I,1983-12-30,Ahmedabad,Ahmedabad,103409,Financial Analyst,Verified,retail,666,False,False,2025-10-22
CUST_00136,Amit,Bhat,amit.bhat_136@email.com,+917927669906,CDAZW1911I,1972-06-19,Delhi,Delhi,1440482,Designer,Verified,premium,798,True,False,2023-10-09
CUST_00137,Rahul,Yadav,rahul.yadav_137@email.com,+917640695079,XCMJV3400U,1970-03-08,Pune,Pune,207434,Sales Executive,Verified,retail,692,False,False,2022-05-01
CUST_00138,Simran,Yadav,simran.yadav_138@email.com,+918914107002,BRJIX8101S,2004-04-26,Surat,Surat,580468,Engineer,Verified,retail,706,False,False,2025-03-10
CUST_00139,Aditya,Verma,aditya.verma_139@email.com,+917355872317,QWDIJ9505I,1977-09-02,Mumbai,Mumbai,250027,Data Analyst,Verified,retail,653,False,False,2021-09-24
CUST_00140,Varun,Menon,varun.menon_140@email.com,+918277421089,YFAAN1812K,1965-12-27,Bangalore,Bangalore,1032604,Marketing Manager,Verified,premium,753,True,False,2021-10-28
CUST_00141,Arun,Ghosh,arun.ghosh_141@email.com,+918932931415,DCRDH1076O,1986-04-12,Mumbai,Mumbai,674152,Consultant,Verified,retail,713,False,False,2025-10-12
CUST_00142,Arjun,Dutta,arjun.dutta_142@email.com,+916176169319,TMNKF1682M,1991-12-05,Kolkata,Kolkata,262128,Consultant,Verified,retail,651,False,False,2022-07-14
CUST_00143,Rahul,Yadav,rahul.yadav_143@email.com,+916418176555,CUPEF7445I,1997-09-25,Kochi,Kochi,490619,Financial Analyst,Verified,retail,657,False,False,2021-06-12
CUST_00144,Ravi,Saxena,ravi.saxena_144@email.com,+919941543618,VQPLO3601B,1995-12-22,Kochi,Kochi,781387,Data Analyst,Verified,retail,728,False,False,2025-02-08
CUST_00145,Anita,Nair,anita.nair_145@email.com,+918281887562,YGKPW9531Z,2006-03-02,Chandigarh,Chandigarh,464642,Designer,Verified,retail,739,False,False,2024-12-23
CUST_00146,Karan,Singh,karan.singh_146@email.com,+918737715893,IUJBR3713A,1981-11-08,Kochi,Kochi,177844,Teacher,Verified,retail,693,False,False,2023-06-06
CUST_00147,Varun,Kumar,varun.kumar_147@email.com,+917519680064,SFOIG0222R,1988-07-10,Noida,Noida,186520,Teacher,Verified,retail,661,False,False,2024-01-05
CUST_00148,Simran,Roy,simran.roy_148@email.com,+919625980113,HPWWB8473K,2003-01-31,Kochi,Kochi,237976,Product Manager,Verified,retail,784,False,False,2025-05-02
CUST_00149,Ravi,Joshi,ravi.joshi_149@email.com,+917854506228,FBMBH1465H,1979-06-30,Kolkata,Kolkata,754203,Operations Manager,Verified,retail,690,False,False,2023-11-14
