customer_id,card_id,account_number,credit_limit,current_outstanding,activation_date,expiry_date,card_status,is_primary_card,is_delinquent
CUST_00106,CC_005,5218-XXXX-XXXX-0196,163373,80159,2024-02-17,2027-02-16,active,False,False
CUST_00107,CC_001,5218-XXXX-XXXX-0197,309868,132913,2024-09-18,2027-09-18,active,True,False
CUST_00107,CC_005,5218-XXXX-XXXX-0198,359692,142256,2024-07-17,2027-07-17,active,False,False
CUST_00108,CC_002,5218-XXXX-XXXX-0199,31183,7583,2021-10-29,2024-10-28,active,True,False
CUST_00109,CC_007,5218-XXXX-XXXX-0200,384755,264743,2024-05-13,2027-05-13,active,True,False
CUST_00110,CC_004,5218-XXXX-XXXX-0201,42468,12796,2025-04-20,2028-04-19,active,True,False
CUST_00110,CC_007,5218-XXXX-XXXX-0202,167007,56972,2025-08-24,2028-08-23,active,False,False
CUST_00111,CC_006,5218-XXXX-XXXX-0203,66914,26881,2024-12-29,2027-12-29,active,True,False
CUST_00111,CC_004,5218-XXXX-XXXX-0204,47784,25017,2025-01-04,2028-01-04,active,False,False
CUST_00112,CC_002,5218-XXXX-XXXX-0205,43315,8586,2023-03-01,2026-02-28,active,True,False
CUST_00112,CC_007,5218-XXXX-XXXX-0206,613124,109950,2023-03-21,2026-03-20,active,False,False
CUST_00112,CC_004,5218-XXXX-XXXX-0207,40790,9505,2023-05-17,2026-05-16,active,False,False
CUST_00113,CC_005,5218-XXXX-XXXX-0208,214017,64837,2022-10-23,2025-10-22,active,True,False
CUST_00113,CC_004,5218-XXXX-XXXX-0209,30656,9576,2022-11-03,2025-11-02,active,False,False
CUST_00114,CC_007,5218-XXXX-XXXX-0210,125652,30018,2022-11-30,2025-11-29,active,True,False
CUST_00115,CC_002,5218-XXXX-XXXX-0211,12794,2952,2025-01-27,2028-01-27,active,True,False
CUST_00116,CC_005,5218-XXXX-XXXX-0212,281262,136792,2022-05-30,2025-05-29,active,True,False
CUST_00117,CC_004,5218-XXXX-XXXX-0213,25289,4414,2024-08-01,2027-08-01,active,True,False
CUST_00117,CC_003,5218-XXXX-XXXX-0214,47917,6850,2024-06-08,2027-06-08,active,False,False
CUST_00118,CC_004,5218-XXXX-XXXX-0215,44129,12083,2022-05-18,2025-05-17,active,True,False
CUST_00118,CC_007,5218-XXXX-XXXX-0216,325706,134714,2022-01-30,2025-01-29,active,False,False
CUST_00119,CC_001,5218-XXXX-XXXX-0217,149790,34934,2023-07-15,2026-07-14,active,True,False
CUST_00120,CC_002,5218-XXXX-XXXX-0218,60434,24073,2024-02-15,2027-02-14,active,True,False
CUST_00120,CC_006,5218-XXXX-XXXX-0219,177557,93179,2024-06-04,2027-06-04,active,False,False
CUST_00120,CC_007,5218-XXXX-XXXX-0220,428930,50352,2024-02-13,2027-02-12,active,False,False
CUST_00121,CC_002,5218-XXXX-XXXX-0221,90240,58144,2022-12-03,2025-12-02,blocked,True,False
CUST_00121,CC_001,5218-XXXX-XXXX-0222,210888,51683,2023-02-07,2026-02-06,active,False,False
CUST_00122,CC_006,5218-XXXX-XXXX-0223,88809,21329,2024-08-28,2027-08-28,active,True,False
CUST_00122,CC_005,5218-XXXX-XXXX-0224,313083,151866,2024-09-19,2027-09-19,active,False,False
CUST_00123,CC_002,5218-XXXX-XXXX-0225,85677,22616,2021-06-15,2024-06-14,active,True,False
CUST_00123,CC_001,5218-XXXX-XXXX-0226,536222,77665,2021-05-15,2024-05-14,active,False,False
CUST_00123,CC_007,5218-XXXX-XXXX-0227,548414,229265,2021-07-06,2024-07-05,active,False,False
CUST_00124,CC_005,5218-XXXX-XXXX-0228,76934,38660,2025-03-15,2028-03-14,active,True,False
CUST_00124,CC_004,5218-XXXX-XXXX-0229,28056,11586,2025-02-05,2028-02-05,active,False,False
CUST_00125,CC_001,5218-XXXX-XXXX-0230,289604,48951,2023-10-06,2026-10-05,active,True,False
CUST_00126,CC_005,5218-XXXX-XXXX-0231,115235,70923,2024-08-28,2027-08-28,active,True,False
CUST_00127,CC_002,5218-XXXX-XXXX-0232,40816,16459,2026-02-17,2029-02-16,active,True,False
CUST_00128,CC_006,5218-XXXX-XXXX-0233,71420,15198,2025-08-04,2028-08-03,active,True,False
CUST_00129,CC_001,5218-XXXX-XXXX-0234,341034,161136,2022-07-21,2025-07-20,active,True,False
CUST_00129,CC_007,5218-XXXX-XXXX-0235,676620,467500,2022-06-18,2025-06-17,active,False,False
CUST_00130,CC_006,5218-XXXX-XXXX-0236,36715,13253,2023-03-30,2026-03-29,active,True,False
CUST_00130,CC_005,5218-XXXX-XXXX-0237,77951,15133,2023-06-12,2026-06-11,active,False,False
CUST_00131,CC_007,5218-XXXX-XXXX-0238,242450,70333,2022-06-17,2025-06-16,active,True,False
CUST_00131,CC_005,5218-XXXX-XXXX-0239,278634,40940,2022-06-02,2025-06-01,active,False,False
CUST_00132,CC_004,5218-XXXX-XXXX-0240,24198,2794,2021-09-21,2024-09-20,active,True,False
CUST_00133,CC_007,5218-XXXX-XXXX-0241,376067,46201,2023-03-16,2026-03-15,active,True,False
CUST_00133,CC_005,5218-XXXX-XXXX-0242,139388,73687,2023-04-05,2026-04-04,active,False,False
CUST_00134,CC_001,5218-XXXX-XXXX-0243,277580,130893,2021-05-02,2024-05-01,active,True,False
CUST_00135,CC_007,5218-XXXX-XXXX-0244,201119,75058,2026-03-18,2029-03-17,active,True,False
CUST_00136,CC_007,5218-XXXX-XXXX-0245,257953,123225,2023-10-11,2026-10-10,active,True,False
CUST_00136,CC_002,5218-XXXX-XXXX-0246,76843,11710,2023-11-16,2026-11-15,closed,False,False
CUST_00137,CC_004,5218-XXXX-XXXX-0247,28761,3897,2022-07-25,2025-07-24,active,True,False
CUST_00137,CC_006,5218-XXXX-XXXX-0248,99877,50618,2022-07-19,2025-07-18,active,False,False
CUST_00138,CC_004,5218-XXXX-XXXX-0249,23679,12274,2025-07-24,2028-07-23,blocked,True,False
CUST_00138,CC_005,5218-XXXX-XXXX-0250,196964,124683,2025-06-27,2028-06-26,active,False,False
CUST_00139,CC_003,5218-XXXX-XXXX-0251,56113,29454,2021-11-04,2024-11-03,active,True,False
CUST_00139,CC_005,5218-XXXX-XXXX-0252,186444,112285,2021-10-19,2024-10-18,active,False,False
CUST_00140,CC_002,5218-XXXX-XXXX-0253,64742,6842,2021-11-27,2024-11-26,blocked,True,False
CUST_00140,CC_006,5218-XXXX-XXXX-0254,135258,57979,2022-02-18,2025-02-17,active,False,False
CUST_00141,CC_005,5218-XXXX-XXXX-0255,120814,36560,2026-01-14,2029-01-13,active,True,False
CUST_00142,CC_002,5218-XXXX-XXXX-0256,27569,5860,2022-12-08,2025-12-07,active,True,False
