customer_id,account_id,account_number,account_type,opening_date,current_balance,account_status,account_holder_type,recurring_balance
CUST_05172,ACC_05875,78388211365,Minor Saving Account,2024-04-09,34217,active,single,34217
CUST_05173,ACC_05876,99597465373,Resident Foreign Currency Domestic Account,2025-01-16,96326,active,single,96326
CUST_05174,ACC_05877,78622788112,Saving Bank Account,2023-05-09,97150,active,single,97150
CUST_05175,ACC_05878,83451411525,Saving Plus Bank Account,2021-05-21,296625,active,single,296625
CUST_05176,ACC_05879,11399512786,Saving Bank Account,2022-08-08,24625,active,single,24625
CUST_05177,ACC_05880,89294934183,Minor Saving Account,2022-09-05,14414,active,single,14414
CUST_05178,ACC_05881,28142339724,Minor Saving Account,2024-08-25,17976,active,single,17976
CUST_05179,ACC_05882,63741445651,Basic Saving Bank Deposit Account,2021-10-22,16350,active,single,16350
CUST_05179,ACC_05883,19951585699,Resident Foreign Currency Domestic Account,2021-09-20,150603,active,single,150603
CUST_05180,ACC_05884,95472472721,Minor Saving Account,2022-01-25,15801,active,single,15801
CUST_05181,ACC_05885,65265285532,Minor Saving Account,2021-10-18,32192,active,single,32192
CUST_05182,ACC_05886,77121162484,Basic Saving Bank Deposit Account,2024-11-25,19172,active,single,19172
CUST_05183,ACC_05887,96256183239,Resident Foreign Currency Domestic Account,2023-07-06,733329,active,single,733329
CUST_05184,ACC_05888,15646412469,Saving Plus Bank Account,2023-03-31,252607,active,single,252607
CUST_05185,ACC_05889,76867219632,Resident Foreign Currency Domestic Account,2025-07-06,542486,active,single,542486
CUST_05186,ACC_05890,97221937931,Minor Saving Account,2024-03-04,37134,active,single,37134
CUST_05187,ACC_05891,61868522837,Saving Bank Account,2024-08-08,96937,active,single,96937
CUST_05187,ACC_05892,45265322965,Digital Saving Account,2024-07-31,132515,active,single,132515
CUST_05188,ACC_05893,61484683924,Saving Bank Account,2022-09-14,45480,active,single,45480
CUST_05189,ACC_05894,69879888798,Basic Saving Bank Deposit Small Account,2021-09-23,7448,active,single,7448
CUST_05190,ACC_05895,49285176333,Basic Saving Bank Deposit Account,2024-05-18,24687,active,single,24687
CUST_05191,ACC_05896,96488481882,Saving Plus Bank Account,2023-11-27,411859,active,single,411859
CUST_05192,ACC_05897,44118535183,Minor Saving Account,2022-10-28,23354,active,single,23354
CUST_05193,ACC_05898,78962818261,Saving Bank Account,2022-07-04,19938,active,single,19938
CUST_05193,ACC_05899,53817856565,Basic Saving Bank Deposit Small Account,2022-06-26,1981,active,single,1981
CUST_05194,ACC_05900,79646799141,Basic Saving Bank Deposit Account,2022-09-27,22762,active,single,22762
CUST_05195,ACC_05901,56129699463,Digital Saving Account,2023-11-30,183423,active,single,183423
CUST_05196,ACC_05902,46793247313,Saving Bank Account,2023-02-08,31839,active,single,31839
CUST_05197,ACC_05903,62256276663,Resident Foreign Currency Domestic Account,2022-10-26,991508,active,single,991508
CUST_05198,ACC_05904,53526449346,Digital Saving Account,2021-04-05,173730,active,single,173730
CUST_05199,ACC_05905,43121257622,Basic Saving Bank Deposit Small Account,2021-08-18,8429,active,single,8429
CUST_05200,ACC_05906,63575858298,Basic Saving Bank Deposit Account,2021-07-20,19107,active,single,19107
CUST_05201,ACC_05907,32324723922,Saving Bank Account,2022-12-05,95083,active,single,95083
CUST_05202,ACC_05908,97869822689,Resident Foreign Currency Domestic Account,2022-10-23,845147,active,single,845147
CUST_05203,ACC_05909,66276629218,Basic Saving Bank Deposit Small Account,2023-12-02,1561,active,single,1561
CUST_05203,ACC_05910,98923955785,Saving Bank Account,2023-10-12,46916,dormant,single,46916
CUST_05204,ACC_05911,78527298444,Basic Saving Bank Deposit Account,2022-09-05,4854,active,single,4854
CUST_05205,ACC_05912,24546342216,Resident Foreign Currency Domestic Account,2021-02-28,572094,active,single,572094
CUST_05206,ACC_05913,44825236788,Minor Saving Account,2025-11-14,5572,active,single,5572
CUST_05207,ACC_05914,59557719691,Basic Saving Bank Deposit Small Account,2022-01-22,2487,active,single,2487
CUST_05208,ACC_05915,37566654296,Digital Saving Account,2025-04-11,95597,active,single,95597
CUST_05209,ACC_05916,74522772186,Basic Saving Bank Deposit Account,2025-08-01,23041,active,single,23041
CUST_05210,ACC_05917,34673329243,Basic Saving Bank Deposit Small Account,2025-07-28,5316,active,single,5316
CUST_05211,ACC_05918,73158153196,Saving Bank Account,2025-01-28,11574,active,single,11574
CUST_05212,ACC_05919,17276155419,Basic Saving Bank Deposit Small Account,2022-01-01,13417,active,single,13417
CUST_05213,ACC_05920,41923723615,Minor Saving Account,2022-11-01,6914,active,single,6914
CUST_05214,ACC_05921,48315413845,Resident Foreign Currency Domestic Account,2024-03-02,371594,active,single,371594
CUST_05215,ACC_05922,74248121151,Basic Saving Bank Deposit Account,2024-02-05,6531,active,single,6531
CUST_05216,ACC_05923,41554846722,Resident Foreign Currency Domestic Account,2023-09-27,852667,active,single,852667
CUST_05217,ACC_05924,34489891583,Basic Saving Bank Deposit Account,2023-06-06,2072,active,single,2072
CUST_05218,ACC_05925,95721842127,Saving Plus Bank Account,2021-12-02,73422,dormant,single,73422
CUST_05219,ACC_05926,99477452454,Minor Saving Account,2021-02-13,41650,active,single,41650
CUST_05220,ACC_05927,73241925716,Digital Saving Account,2021-08-25,186035,active,single,186035
CUST_05221,ACC_05928,39446736377,Resident Foreign Currency Domestic Account,2023-11-23,983983,active,single,983983
CUST_05222,ACC_05929,94659327722,Resident Foreign Currency Domestic Account,2021-06-06,817118,dormant,single,817118
CUST_05222,ACC_05930,78216598762,Minor Saving Account,2021-04-28,15754,active,single,15754
CUST_05223,ACC_05931,71152541947,Saving Bank Account,2023-08-10,74605,active,single,74605
CUST_05224,ACC_05932,79167645145,Minor Saving Account,2022-02-10,24454,active,single,24454
CUST_05225,ACC_05933,64744757725,Resident Foreign Currency Domestic Account,2025-10-29,754616,active,single,754616
CUST_05226,ACC_05934,38492136229,Saving Plus Bank Account,2024-08-05,71226,active,single,71226
CUST_05227,ACC_05935,21972783762,Minor Saving Account,2025-02-08,20407,active,single,20407
CUST_05228,ACC_05936,98698331492,Basic Saving Bank Deposit Small Account,2024-03-14,1714,dormant,single,1714
CUST_05228,ACC_05937,77733838851,Saving Bank Account,2024-03-22,77577,active,single,77577
CUST_05229,ACC_05938,61296945949,Resident Foreign Currency Domestic Account,2023-11-13,947746,active,single,947746
CUST_05230,ACC_05939,76548938165,Basic Saving Bank Deposit Account,2022-07-15,4258,active,single,4258
CUST_05231,ACC_05940,28282129934,Saving Bank Account,2022-09-14,82745,active,single,82745
CUST_05232,ACC_05941,46357333826,Saving Plus Bank Account,2023-09-10,426460,active,single,426460
CUST_05233,ACC_05942,37316815998,Digital Saving Account,2025-04-09,175903,active,single,175903
CUST_05234,ACC_05943,22423221587,Saving Bank Account,2023-10-30,34807,active,single,34807
CUST_05235,ACC_05944,85463293871,Basic Saving Bank Deposit Small Account,2024-03-11,4059,active,single,4059
CUST_05236,ACC_05945,21535892227,Saving Bank Account,2024-01-09,76852,active,single,76852
CUST_05237,ACC_05946,47323179989,Resident Foreign Currency Domestic Account,2025-12-12,235441,active,single,235441
CUST_05237,ACC_05947,67439222653,Saving Bank Account,2026-01-10,56744,active,single,56744
CUST_05238,ACC_05948,14127412397,Digital Saving Account,2021-06-26,141952,active,single,141952
CUST_05239,ACC_05949,99949731513,Saving Bank Account,2025-04-12,34771,active,single,34771
CUST_05240,ACC_05950,55284173865,Minor Saving Account,2024-07-10,22279,active,single,22279
CUST_05241,ACC_05951,89384283296,Basic Saving Bank Deposit Account,2025-05-13,14327,active,single,14327
CUST_05241,ACC_05952,39819386338,Saving Bank Account,2025-04-25,22335,dormant,single,22335
CUST_05242,ACC_05953,39163319268,Basic Saving Bank Deposit Small Account,2021-12-02,4282,active,single,4282
CUST_05243,ACC_05954,93938519555,Saving Plus Bank Account,2024-01-01,405909,active,single,405909
CUST_05244,ACC_05955,73561149427,Basic Saving Bank Deposit Account,2026-01-23,10065,active,single,10065
CUST_05244,ACC_05956,94861142226,Basic Saving Bank Deposit Small Account,2025-12-02,3625,active,single,3625
CUST_05245,ACC_05957,22129244965,Saving Plus Bank Account,2022-12-21,116620,active,single,116620
CUST_05246,ACC_05958,94175397936,Basic Saving Bank Deposit Account,2024-03-02,4354,active,single,4354
