customer_id,card_id,account_number,credit_limit,current_outstanding,activation_date,expiry_date,card_status,is_primary_card,is_delinquent
CUST_05058,CC_004,5218-YYYY-YYYY-9311,45423,28578,2025-02-18,2028-02-18,active,True,False
CUST_05059,CC_003,5218-YYYY-YYYY-9312,63359,30779,2026-03-04,2029-03-03,active,True,False
CUST_05059,CC_002,5218-YYYY-YYYY-9313,26758,6865,2026-02-15,2029-02-14,active,False,False
CUST_05060,CC_007,5218-YYYY-YYYY-9314,118843,27783,2023-06-12,2026-06-11,active,True,False
CUST_05060,CC_002,5218-YYYY-YYYY-9315,23857,7907,2023-07-03,2026-07-02,active,False,False
CUST_05061,CC_002,5218-YYYY-YYYY-9316,33728,19758,2025-08-25,2028-08-24,active,True,False
CUST_05062,CC_002,5218-YYYY-YYYY-9317,57487,21945,2023-10-10,2026-10-09,active,True,False
CUST_05062,CC_007,5218-YYYY-YYYY-9318,558532,329308,2023-07-13,2026-07-12,active,False,False
CUST_05062,CC_005,5218-YYYY-YYYY-9319,422510,279540,2023-06-24,2026-06-23,active,False,False
CUST_05063,CC_001,5218-YYYY-YYYY-9320,186282,124519,2025-06-23,2028-06-22,active,True,False
CUST_05063,CC_006,5218-YYYY-YYYY-9321,74985,10982,2025-11-18,2028-11-17,active,False,True
CUST_05064,CC_007,5218-YYYY-YYYY-9322,155631,17212,2024-07-31,2027-07-31,active,True,False
CUST_05064,CC_005,5218-YYYY-YYYY-9323,208522,40332,2024-09-01,2027-09-01,active,False,False
CUST_05065,CC_005,5218-YYYY-YYYY-9324,524446,285917,2024-06-23,2027-06-23,active,True,True
CUST_05065,CC_001,5218-YYYY-YYYY-9325,234017,118173,2024-11-20,2027-11-20,dormant,False,False
CUST_05066,CC_001,5218-YYYY-YYYY-9326,216277,103690,2024-09-28,2027-09-28,active,True,False
CUST_05067,CC_005,5218-YYYY-YYYY-9327,261588,110392,2026-04-28,2029-04-27,active,True,False
CUST_05067,CC_004,5218-YYYY-YYYY-9328,48675,16362,2026-03-01,2029-02-28,active,False,False
CUST_05068,CC_004,5218-YYYY-YYYY-9329,83974,17946,2022-09-25,2025-09-24,active,True,False
CUST_05068,CC_006,5218-YYYY-YYYY-9330,217033,31263,2022-05-30,2025-05-29,active,False,False
CUST_05068,CC_001,5218-YYYY-YYYY-9331,598174,320186,2022-09-02,2025-09-01,active,False,False
CUST_05069,CC_002,5218-YYYY-YYYY-9332,67180,28238,2022-01-17,2025-01-16,active,True,False
CUST_05069,CC_006,5218-YYYY-YYYY-9333,217142,64940,2021-11-01,2024-10-31,active,False,True
CUST_05069,CC_003,5218-YYYY-YYYY-9334,88086,23677,2021-11-11,2024-11-10,active,False,False
CUST_05070,CC_002,5218-YYYY-YYYY-9335,35922,9155,2025-08-01,2028-07-31,active,True,False
CUST_05070,CC_004,5218-YYYY-YYYY-9336,56084,16020,2025-09-08,2028-09-07,active,False,False
CUST_05070,CC_001,5218-YYYY-YYYY-9337,425878,63379,2026-01-02,2029-01-01,active,False,False
CUST_05071,CC_006,5218-YYYY-YYYY-9338,202779,120262,2025-06-14,2028-06-13,active,True,False
CUST_05071,CC_003,5218-YYYY-YYYY-9339,167226,44755,2025-08-14,2028-08-13,active,False,False
CUST_05071,CC_005,5218-YYYY-YYYY-9340,134748,36289,2025-06-25,2028-06-24,dormant,False,False
CUST_05072,CC_001,5218-YYYY-YYYY-9341,107443,20419,2021-11-16,2024-11-15,active,True,False
CUST_05073,CC_003,5218-YYYY-YYYY-9342,92276,60338,2024-09-10,2027-09-10,active,True,False
CUST_05074,CC_002,5218-YYYY-YYYY-9343,27007,9546,2024-11-04,2027-11-04,active,True,False
CUST_05074,CC_001,5218-YYYY-YYYY-9344,305514,58331,2024-12-30,2027-12-30,dormant,False,False
CUST_05075,CC_007,5218-YYYY-YYYY-9345,208585,134115,2024-11-16,2027-11-16,active,True,False
CUST_05075,CC_005,5218-YYYY-YYYY-9346,239015,74481,2024-10-24,2027-10-24,active,False,False
CUST_05076,CC_001,5218-YYYY-YYYY-9347,207026,133905,2025-02-12,2028-02-12,active,True,False
CUST_05076,CC_004,5218-YYYY-YYYY-9348,74957,13336,2025-01-16,2028-01-16,active,False,False
CUST_05076,CC_006,5218-YYYY-YYYY-9349,164537,43075,2025-01-11,2028-01-11,active,False,False
CUST_05077,CC_001,5218-YYYY-YYYY-9350,365872,124591,2022-10-16,2025-10-15,active,True,False
CUST_05077,CC_002,5218-YYYY-YYYY-9351,37687,10372,2022-12-06,2025-12-05,active,False,False
CUST_05078,CC_001,5218-YYYY-YYYY-9352,568163,325544,2022-11-12,2025-11-11,active,True,False
CUST_05078,CC_007,5218-YYYY-YYYY-9353,613720,217043,2022-12-04,2025-12-03,dormant,False,False
CUST_05079,CC_003,5218-YYYY-YYYY-9354,67148,36294,2024-02-13,2027-02-12,active,True,True
CUST_05079,CC_002,5218-YYYY-YYYY-9355,21576,20100,2023-12-01,2026-11-30,active,False,True
CUST_05080,CC_007,5218-YYYY-YYYY-9356,625103,520836,2023-05-18,2026-05-17,active,True,True
CUST_05080,CC_002,5218-YYYY-YYYY-9357,47109,21075,2023-06-12,2026-06-11,active,False,True
CUST_05080,CC_006,5218-YYYY-YYYY-9358,246214,106220,2023-06-25,2026-06-24,active,False,True
CUST_05081,CC_006,5218-YYYY-YYYY-9359,308386,144113,2021-03-19,2024-03-18,dormant,True,False
CUST_05081,CC_001,5218-YYYY-YYYY-9360,811293,224566,2021-06-26,2024-06-25,active,False,False
CUST_05081,CC_002,5218-YYYY-YYYY-9361,66605,22585,2021-05-05,2024-05-04,active,False,False
CUST_05082,CC_002,5218-YYYY-YYYY-9362,24607,6187,2022-11-07,2025-11-06,active,True,False
CUST_05082,CC_001,5218-YYYY-YYYY-9363,138363,74686,2022-10-18,2025-10-17,active,False,False
CUST_05083,CC_005,5218-YYYY-YYYY-9364,326984,51923,2022-08-14,2025-08-13,active,True,False
CUST_05084,CC_006,5218-YYYY-YYYY-9365,56417,28438,2025-05-14,2028-05-13,active,True,False
CUST_05085,CC_006,5218-YYYY-YYYY-9366,304766,153747,2021-03-21,2024-03-20,active,True,False
CUST_05085,CC_004,5218-YYYY-YYYY-9367,76163,11986,2021-03-16,2024-03-15,active,False,False
CUST_05086,CC_002,5218-YYYY-YYYY-9368,52868,9317,2025-09-18,2028-09-17,dormant,True,False
CUST_05087,CC_007,5218-YYYY-YYYY-9369,414230,274451,2022-08-17,2025-08-16,active,True,False
CUST_05087,CC_006,5218-YYYY-YYYY-9370,115159,68535,2022-07-20,2025-07-19,active,False,False
CUST_05087,CC_003,5218-YYYY-YYYY-9371,171024,111756,2022-07-30,2025-07-29,active,False,False
CUST_05088,CC_004,5218-YYYY-YYYY-9372,80251,68167,2024-03-04,2027-03-04,active,True,True
CUST_05088,CC_005,5218-YYYY-YYYY-9373,491812,305249,2024-01-30,2027-01-29,active,False,True
CUST_05089,CC_001,5218-YYYY-YYYY-9374,327619,104606,2021-03-08,2024-03-07,active,True,False
CUST_05090,CC_003,5218-YYYY-YYYY-9375,232185,155827,2022-07-25,2025-07-24,active,True,False
CUST_05090,CC_007,5218-YYYY-YYYY-9376,340414,190455,2022-09-22,2025-09-21,active,False,False
CUST_05090,CC_004,5218-YYYY-YYYY-9377,62270,17759,2022-09-19,2025-09-18,active,False,True
CUST_05091,CC_006,5218-YYYY-YYYY-9378,141329,97857,2025-11-19,2028-11-18,active,True,False
CUST_05092,CC_004,5218-YYYY-YYYY-9379,44675,6963,2021-02-15,2024-02-15,active,True,False
CUST_05093,CC_006,5218-YYYY-YYYY-9380,91765,51017,2021-07-15,2024-07-14,active,True,False
CUST_05094,CC_001,5218-YYYY-YYYY-9381,372438,181372,2023-05-07,2026-05-06,active,True,False
CUST_05094,CC_006,5218-YYYY-YYYY-9382,64853,19298,2022-12-31,2025-12-30,active,False,False
CUST_05094,CC_007,5218-YYYY-YYYY-9383,336346,234861,2022-12-22,2025-12-21,active,False,False
CUST_05095,CC_006,5218-YYYY-YYYY-9384,70615,10507,2023-08-08,2026-08-07,active,True,False
CUST_05096,CC_003,5218-YYYY-YYYY-9385,74802,42278,2026-02-08,2029-02-07,active,True,False
CUST_05096,CC_004,5218-YYYY-YYYY-9386,49193,7200,2025-10-30,2028-10-29,active,False,False
CUST_05097,CC_001,5218-YYYY-YYYY-9387,209313,117355,2023-11-04,2026-11-03,active,True,False
CUST_05097,CC_006,5218-YYYY-YYYY-9388,123301,17334,2023-06-27,2026-06-26,active,False,False
CUST_05098,CC_004,5218-YYYY-YYYY-9389,72350,43987,2024-02-12,2027-02-11,active,True,False
CUST_05098,CC_006,5218-YYYY-YYYY-9390,143964,67729,2024-01-30,2027-01-29,active,False,False
CUST_05098,CC_003,5218-YYYY-YYYY-9391,116139,75364,2024-02-02,2027-02-01,active,False,False
CUST_05099,CC_005,5218-YYYY-YYYY-9392,299362,86247,2021-03-13,2024-03-12,active,True,False
CUST_05099,CC_006,5218-YYYY-YYYY-9393,139586,23539,2021-02-16,2024-02-16,active,False,False
CUST_05100,CC_004,5218-YYYY-YYYY-9394,58879,13019,2023-09-18,2026-09-17,active,True,False
CUST_05101,CC_005,5218-YYYY-YYYY-9395,145887,24371,2024-09-27,2027-09-27,active,True,False
CUST_05102,CC_006,5218-YYYY-YYYY-9396,172793,102747,2021-12-21,2024-12-20,active,True,False
CUST_05102,CC_003,5218-YYYY-YYYY-9397,48557,25791,2022-03-14,2025-03-13,active,False,False
CUST_05102,CC_007,5218-YYYY-YYYY-9398,144547,100714,2022-03-01,2025-02-28,active,False,False
CUST_05103,CC_005,5218-YYYY-YYYY-9399,349431,160214,2021-12-13,2024-12-12,active,True,False
CUST_05103,CC_006,5218-YYYY-YYYY-9400,111328,25685,2021-12-02,2024-12-01,active,False,False
CUST_05104,CC_005,5218-YYYY-YYYY-9401,404293,72220,2025-07-18,2028-07-17,active,True,False
CUST_05104,CC_007,5218-YYYY-YYYY-9402,386067,242239,2025-07-15,2028-07-14,active,False,False
CUST_05105,CC_002,5218-YYYY-YYYY-9403,53832,21447,2023-05-31,2026-05-30,active,True,True
CUST_05106,CC_005,5218-YYYY-YYYY-9404,391721,233166,2022-08-04,2025-08-03,active,True,False
CUST_05106,CC_006,5218-YYYY-YYYY-9405,121277,63916,2022-08-01,2025-07-31,active,False,False
CUST_05106,CC_007,5218-YYYY-YYYY-9406,285880,91349,2022-05-10,2025-05-09,active,False,False
CUST_05107,CC_001,5218-YYYY-YYYY-9407,324320,54091,2022-04-07,2025-04-06,active,True,False
CUST_05107,CC_006,5218-YYYY-YYYY-9408,89571,58722,2022-09-19,2025-09-18,active,False,False
CUST_05108,CC_003,5218-YYYY-YYYY-9409,77757,15705,2024-07-04,2027-07-04,active,True,False
CUST_05108,CC_006,5218-YYYY-YYYY-9410,256966,177389,2024-06-06,2027-06-06,active,False,False
CUST_05109,CC_001,5218-YYYY-YYYY-9411,299220,90344,2021-02-05,2024-02-05,active,True,False
CUST_05109,CC_003,5218-YYYY-YYYY-9412,90616,48419,2021-03-30,2024-03-29,active,False,False
CUST_05110,CC_006,5218-YYYY-YYYY-9413,90852,62265,2021-09-02,2024-09-01,active,True,False
CUST_05111,CC_003,5218-YYYY-YYYY-9414,165503,89500,2025-08-29,2028-08-28,active,True,False
CUST_05111,CC_005,5218-YYYY-YYYY-9415,446811,130146,2025-09-16,2028-09-15,active,False,False
CUST_05111,CC_001,5218-YYYY-YYYY-9416,517092,187194,2025-09-11,2028-09-10,active,False,False
CUST_05112,CC_002,5218-YYYY-YYYY-9417,35755,18452,2025-11-07,2028-11-06,active,True,False
CUST_05112,CC_006,5218-YYYY-YYYY-9418,136469,43484,2025-12-13,2028-12-12,active,False,False
CUST_05112,CC_005,5218-YYYY-YYYY-9419,465297,64015,2026-01-23,2029-01-22,active,False,False
CUST_05113,CC_004,5218-YYYY-YYYY-9420,49140,28400,2023-09-25,2026-09-24,active,True,False
CUST_05113,CC_006,5218-YYYY-YYYY-9421,113792,31698,2023-06-08,2026-06-07,active,False,False
CUST_05114,CC_001,5218-YYYY-YYYY-9422,341338,122779,2025-09-07,2028-09-06,active,True,False
CUST_05114,CC_002,5218-YYYY-YYYY-9423,36052,21057,2025-12-29,2028-12-28,active,False,False
CUST_05115,CC_001,5218-YYYY-YYYY-9424,465933,141663,2021-05-04,2024-05-03,active,True,False
CUST_05115,CC_006,5218-YYYY-YYYY-9425,270712,126217,2021-10-16,2024-10-15,active,False,False
CUST_05116,CC_006,5218-YYYY-YYYY-9426,69634,10034,2022-05-06,2025-05-05,active,True,False
CUST_05117,CC_004,5218-YYYY-YYYY-9427,30001,6750,2021-10-10,2024-10-09,active,True,False
CUST_05117,CC_006,5218-YYYY-YYYY-9428,107588,49737,2021-10-19,2024-10-18,active,False,False
CUST_05118,CC_007,5218-YYYY-YYYY-9429,429088,193236,2025-12-20,2028-12-19,active,True,False
CUST_05119,CC_007,5218-YYYY-YYYY-9430,180599,22691,2024-02-08,2027-02-07,active,True,False
CUST_05119,CC_006,5218-YYYY-YYYY-9431,133325,59731,2023-12-11,2026-12-10,active,False,True
CUST_05120,CC_003,5218-YYYY-YYYY-9432,98266,35857,2021-08-12,2024-08-11,active,True,False
CUST_05120,CC_006,5218-YYYY-YYYY-9433,99202,14834,2021-05-21,2024-05-20,active,False,False
CUST_05121,CC_006,5218-YYYY-YYYY-9434,182962,104326,2021-12-27,2024-12-26,active,True,False
CUST_05121,CC_007,5218-YYYY-YYYY-9435,267375,177584,2021-10-01,2024-09-30,active,False,False
CUST_05121,CC_003,5218-YYYY-YYYY-9436,97330,55313,2022-01-10,2025-01-09,active,False,False
CUST_05122,CC_006,5218-YYYY-YYYY-9437,150133,89540,2024-12-24,2027-12-24,active,True,False
CUST_05123,CC_006,5218-YYYY-YYYY-9438,194123,59509,2024-11-28,2027-11-28,active,True,False
CUST_05123,CC_003,5218-YYYY-YYYY-9439,104537,33132,2024-11-11,2027-11-11,active,False,False
CUST_05123,CC_001,5218-YYYY-YYYY-9440,501445,149378,2024-11-02,2027-11-02,active,False,False
CUST_05124,CC_007,5218-YYYY-YYYY-9441,420587,289013,2021-08-24,2024-08-23,active,True,False
CUST_05125,CC_002,5218-YYYY-YYYY-9442,17901,11373,2021-02-05,2024-02-05,active,True,False
CUST_05126,CC_004,5218-YYYY-YYYY-9443,53584,29344,2025-10-10,2028-10-09,active,True,False
CUST_05126,CC_007,5218-YYYY-YYYY-9444,550741,350566,2025-08-30,2028-08-29,active,False,False
CUST_05127,CC_004,5218-YYYY-YYYY-9445,46115,21270,2022-08-07,2025-08-06,active,True,False
CUST_05128,CC_003,5218-YYYY-YYYY-9446,60240,29733,2024-02-04,2027-02-03,active,True,False
CUST_05129,CC_003,5218-YYYY-YYYY-9447,136260,81032,2022-12-08,2025-12-07,active,True,False
CUST_05129,CC_006,5218-YYYY-YYYY-9448,111583,67233,2023-05-11,2026-05-10,active,False,False
CUST_05130,CC_004,5218-YYYY-YYYY-9449,57359,13670,2024-09-17,2027-09-17,active,True,False
CUST_05130,CC_001,5218-YYYY-YYYY-9450,346761,169960,2025-01-12,2028-01-12,active,False,False
CUST_05131,CC_002,5218-YYYY-YYYY-9451,46884,5509,2025-07-02,2028-07-01,active,True,False
CUST_05131,CC_005,5218-YYYY-YYYY-9452,598708,68028,2025-04-06,2028-04-05,active,False,False
CUST_05131,CC_001,5218-YYYY-YYYY-9453,232211,71239,2025-03-27,2028-03-26,active,False,False
CUST_05132,CC_002,5218-YYYY-YYYY-9454,40742,24049,2024-07-18,2027-07-18,active,True,True
CUST_05132,CC_001,5218-YYYY-YYYY-9455,411994,180306,2024-05-26,2027-05-26,active,False,True
CUST_05133,CC_005,5218-YYYY-YYYY-9456,103579,41169,2021-06-30,2024-06-29,active,True,False
CUST_05133,CC_004,5218-YYYY-YYYY-9457,57398,36482,2021-05-05,2024-05-04,active,False,False
CUST_05134,CC_004,5218-YYYY-YYYY-9458,45279,6020,2021-08-26,2024-08-25,active,True,False
CUST_05134,CC_001,5218-YYYY-YYYY-9459,286891,32795,2021-09-15,2024-09-14,active,False,False
CUST_05134,CC_002,5218-YYYY-YYYY-9460,49813,8849,2021-08-29,2024-08-28,active,False,False
CUST_05135,CC_002,5218-YYYY-YYYY-9461,22739,12747,2024-09-08,2027-09-08,active,True,False
CUST_05136,CC_002,5218-YYYY-YYYY-9462,25751,9241,2022-09-12,2025-09-11,active,True,False
CUST_05137,CC_007,5218-YYYY-YYYY-9463,286678,31187,2025-05-08,2028-05-07,active,True,False
CUST_05137,CC_006,5218-YYYY-YYYY-9464,67568,22482,2025-09-26,2028-09-25,active,False,False
CUST_05138,CC_005,5218-YYYY-YYYY-9465,403270,88290,2021-08-13,2024-08-12,active,True,False
CUST_05138,CC_007,5218-YYYY-YYYY-9466,135892,25309,2021-12-08,2024-12-07,active,False,False
CUST_05139,CC_005,5218-YYYY-YYYY-9467,292864,204038,2023-10-20,2026-10-19,active,True,False
